text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
user keduluan china produksi cangkul traktor semprot hama genset lain xf kali f kali kali,0,0,0,0,0
sampa sana nduduk dua nmakan roti setia ndengar lagu nkita tari,0,0,0,0,0
foto kilas ngentot kandung malam sengaja kasih kilas lihat respon retwet kasih foto ngentot full body url,0,1,0,0,0
sabtu pagi masyarakat adat baduy lanjut jalan kantor gubernur banten kawasan pusat perintah provinsi banten kp bahasa curug kota serang,0,0,0,0,0
papa kang abu nya iman tobat ampun allah swt ð ð ð,0,0,0,0,0
cerita amp lagu sih raja monyet url,0,0,0,0,0
user iya manggil siput sipit sih xf kali f kali xad,0,0,0,0,0
true banget kyuhyun pantai pakai manset udik dasar napalagi jihoon,1,1,1,0,0
mari bela islam maksiat maki caci berghibah bernamimah laknat â,0,0,0,0,0
user user user user user ummar bin khatab ah jarang belai poligami,1,1,1,0,0
babi meeting jam sakit pinggang xf kali f kali xad,0,1,0,0,0
banget jaringann gue mencret,0,1,0,0,0
aku kristen hidup beda orang orang dunia kabur cermin mulia allah saksi kristus harold freligh,0,0,0,0,0
user ku ngentot lobang pantat cantik kontol urut ukur jari sanggup cantik,0,1,0,0,0
user edan,0,1,0,0,0
serang bangsa yahudi tingkat iman taqwa allah swt khutbah,0,0,0,0,0
user user baca haditsnya syariat shaum asyura amp aqiqah ittiba ikut ajar yahudi adat arab sahabat ittiba sunnah nabi ngamis hkmnya mubah sarung peci koko,0,0,0,0,0
user musik milenial sampah bilang tua indie idiot nmaksud indie musik modern nindie asal musik independent saudara laki arti musisi mnggntung nasib fihak mandiri musisi old indie,0,1,0,0,0
user hai orang munafik jaman iya,0,0,0,0,0
jelang ide makan doi kesini sob wrung pempek plmbng jalan wr supratman senggol budaya tohpati,0,0,0,0,0
su pin siswi sd katolik karya yosef istri ronaldo pardede su pin shi wo deh qizi wo deh rode ronaldo pardede qizi,0,0,0,0,0
user user user daerah suara kampung cebong xf kali f kali kali,1,1,0,1,0
user user wkwkwkwkwkwkk bayang monyet kera sakti xf kali f kali kali xf kali f kali kali,0,0,0,0,0
fuyyyyyoooo babi laaa mindfuck sial deh kepala otak terfikir perkara jijik nih fuck,1,1,1,0,0
bangsat rocky gerung dukung kitab suci fiksi al quran fiksi laknat,1,1,1,0,0
user ngelap mulut pakai taplak meja,0,0,0,0,0
_klompok radikal kampanye scara trang trangan orang kristen haram hukum kpala daerah _ balas,0,0,0,0,0
ibukota jakarta bayar pet woooui kunyuk listrik mutu ambrol,1,1,0,1,0
retweet user user user prabowo kadaluarsa,1,0,1,0,0
daya beli turun data miskin olah harga jangkau butuh hidup rakyat sulit senjang lebar hutang bengkak karuan jabat aset negara jual tka banjir lain,1,0,1,0,0
user puji user team user super militan gera dihadang inshaa allah solusi negeri,1,0,0,1,0
user oh iya mah saram iya mas nlo sarap,1,1,1,0,0
user user user user user user susu onta iya hin,0,0,0,0,0
user user user dengar rumor nama matthew orang indonesia bingung muncul nama matthew soeharsono sekolah rumah pakai foto martin tahi,0,1,0,0,0
user user user user user orang tingkat benci rezim anggap salah stop kontrak syukur dasa kepala peang,1,0,1,0,0
user user user user kecebong bicara utang tumpuk bolang bagus infrastruktur bilang selesai bandara aku cebong banget iya,1,1,0,1,0
lepas orang cinta sulit banding terima cinta asing hati,0,0,0,0,0
allah hu biadab perintah penggal kafir benar mas fahri allah hu biadab ngajarkan cocok penis,1,1,0,1,0
user tunggu serbu onta puja turki,1,1,0,1,0
user user jarang belai pacar balikin bangsat ajar xf kali f kali xad,1,1,1,0,0
user user qurban pakai onta sapi xf kali f kali kali,0,0,0,0,0
ahli sejarah islam pakar islam sila ban benar informasi baik bangsa negara,1,0,0,1,0
retweet user banget lelaki brengsek dunia nmudah an iya url,0,1,0,0,0
user najis anjer doyan lobang,0,1,0,0,0
ning teras lantai belah kamar saksi bisu hubung mu karo,0,0,0,0,0
cewek bejat banget sih cy,1,1,1,0,0
anies sandi gagal pimpin dki lantik,1,0,1,0,0
user user katolik batal nikah alas,0,0,0,0,0
retweet user ndigoyang basah xf kali f kali kali xe kali xa,0,1,0,0,0
user gereja suku tata ibadah nyanyi pakai sesuai biasa gereja lokal norang katolik dominan pakai latin,0,0,0,0,0
user user ilmu agama luas amp shaleh ragu akun follow alangkah elok contoh teman dapat bil hikmah salam,0,0,0,0,0
user user tidur ruang kerja user saksi bisu niiy xf kali f kali kali user,0,0,0,0,0
retweet user part anjing enak banget sih ganteng tato rasai sodok kontol gue xf kali f kali xa xf kali f kali xa url,0,1,0,0,0
user user user agama milik kitab suci kalo milik kitab suci iya cuek saudara laki,0,0,0,0,0
retweet user hentakan manja anak kuliah penasaran pengin coba bool iya adek kasih tanggung xe kali xa,0,1,0,0,0
retweet user lengser jokowi,1,0,0,0,1
presiden user dengar lapor detail siap infrastruktur venue non venue siap teknis laksana,0,0,0,0,0
makcik cina belah katil no nih deh pinda wad baik tolong jiran nih buah tangan alhamdulillah sungguh anty cina xf kali f kali kali terima kasih,0,0,0,0,0
user user iki apik biyat senng nyawang poto iki presiden anjing moga samping kenan wakil presiden minimal nasihat presiden jancukers heuheuheu xf kali f kali kali,1,1,1,0,0
retweet user banget tim sukses omong banding ijp contoh politik busuk team anies sandi,1,1,0,1,0
otak kadal diktator jokowi tukang tipu biadab janji selesai langgar ham eh gebuk partai komunis indonesia,1,1,1,0,0
user sumpah lucu banget autis bahan canda,0,0,0,0,0
user kandung ekstrak lidah setia kandung alkohol milik manis reaksi obat,0,0,0,0,0
bekas panas sinting,0,1,0,0,0
user goblog ilmu pelihara otak usang benar din,1,1,1,0,0
user muslim diintrogasi tuhan cipta pasang,1,0,1,0,0
user perih luka sariawan masa finger off sentuh luka kandung ekstrak lidah setia aman digunakn bayi amp anak anak milik manis reaksi obat t,0,0,0,0,0
pacar pacar iya sarap sarap,0,1,0,0,0
ngiang kisah kisah milik gawai gawai mutakhir surat saksi bisu rindu tulis tangan balas balas langsung sebentar hati tenang,0,0,0,0,0
dapat om rocky cenderung tinggal coba bayang anak bangsa dapat kitab suci fiksi yakin nista agama proses hukum,0,0,0,0,0
user hahahahaha manusia an no nyata ubah indonesia,1,0,1,0,0
seru keika uji sekolah naik biaya tarif produk tambah china nila miliar usd publik parlemen uji sekolah menyutujui lihat china balas keteter nya indonesi,0,0,0,0,0
peristiwa mei refleksi puncak marah rakyat rezim militeristik mau militeristik bukti indonesia bangkrut,1,0,0,1,0
user user user botul kali heran warga jakarta mncari pecat tri jokowi nanies pecat nbodoh ntolol nfakir ide nmisqeen nalar nsang presiden habis beliau perhati si,1,1,1,0,0
subhanallah ahok vonis salah naudzubillahmindzalik tanda wajib lengser jokowi,1,0,0,0,1
user user user suka gue ekspresi dmn npresiden gue pilih nya kalo sadar haters edan sibuk tipu rakyat,1,1,1,0,0
user ih sipit poo xf kali f kali kali,0,0,0,0,0
user user perhati utama user pilot jangkit dengki akut kredibilitas amp nama maskapai terbang papan taruh betapa mahal citra airlines sek,0,0,0,0,0
user hahaha asing lihat hm,0,0,0,0,0
dukung anti isu bohong pilih kepala daerah damai warga lindung masyarakat keluarga nginden janhkungan sukolilo surabaya,0,0,0,0,0
sumpah puasa jam sore langsung otak pentium lambat najis nmeeting coel coel bengong sahur hahahaha,0,1,0,0,0
user user user monmaap hubung tes dna partai komunis indonesia ideologi pandang politik turun genetik,0,0,0,0,0
user user user hati sakit onta gila pasu daster sial wo ijo nkemarin rusuh mako brumob iya coba ngomongnya depan mulut langsung bergedel,1,1,0,1,0
retweet user om xf kali f kali kali koda banget pamer kontol pikir bawa arus cinta xf kali f kali kali url,0,1,0,0,0
retweet user kacau kacau mana indonesia kriminal ilegal mati user user url,1,0,1,0,0
retweet user enaaaak banget maaaf nproses hukum jalan nbiar bajing kapok xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali nmohon user xe kali xa,1,1,1,0,0
retweet user prabowo tular mencla mencle amien rais url,1,1,1,0,0
komisi pilih kpu kota cimahi tetap jiwa masuk daftar pilih salur hak pilih pilih gubernur pilgub jawa barat,0,0,0,0,0
tolak lupa retweet user peristiwa sepakat kivlan zen prabowo tanggung wiranto,1,0,1,0,0
user user user user user user manis manis idiot nih orang,1,1,1,0,0
sekali ngecekin perintilan eh nilai nyangkud silit,0,1,0,0,0
ulama user ajar hormat beda agama suku bahasa budaya,0,0,0,0,0
dunia penjara orang iman surga orang kafir muslim,0,0,0,0,0
user user waaah sih p r ku gerwani nkbenkz babi sipit bentuk adik iya choong hancur hasil nth t kuda babi cipiit ngooaaahahaaa fantasan keluarga hewan xf kali f xa xa,1,1,1,0,0
lucu kak pacar nyadain lambat banget teman pengaruh mecin slow respon bodoh birit birit telepon pas pintu panik cari cemilannya sayang tinggal cemilanku norgil xf kali f kali xad xf kali f kali xad xf kali f kali xad,0,1,0,0,0
user user politik agama mrmbuat masyarakat polarisasi kerakter sosial media orang orang mudah polarisasi emosi fanatisme kelompok babi buta bawa hari turut iya,0,0,0,0,0
maju user,0,0,0,0,0
retweet user politis gerindra jokowi omong url presiden omong kalo bisu user,1,0,1,0,0
tasbih ustad mulut jamban sifat penuh dengki benci tamak rakus wajah licik sih tungku leduk sang provokator tameng agama user,1,1,1,0,0
aneh orang suka suka rong rong iya biarin duit alir sih xf kali f kali kali xf kali f kali kali xf kali f kali kali anda nyaman,0,0,0,0,0
genting tahta nya sih user takut lengser nya bungkam semuah ormas atur pt,1,0,1,0,0
demo demo stres frustrasi gagal demo demo massal ratus ribu url,1,0,0,1,0
user user baik exist zaman rejim najib xe kali sih kali sih,0,0,0,0,0
cina usir indonesia lihat miskin duluan,1,0,0,0,1
user iya sih bandingin bucin banget asw digosipin,0,1,0,0,0
user user alhamdulillah cerdas erti isu partai komunis indonesia laku mlai hembus syahwat politik love lu islam love lu nusantara,0,0,0,0,0
user user user rang biaya rs kena racun ndah tadz gerombol berudu dungu tarik usaha,1,1,0,1,0
user user user catet cebong kader komunis indonesia,1,1,1,0,0
jatuh tinggi hidup cacat inu karunia iya kepala alami darah otak dokter operasi alhamdulillah,0,0,0,0,0
user user budek kayak bodoh om ntuuh kuping nya kotor hati,1,1,1,0,0
bangga politik indonesia masuk hitung amrik cina sayang diitung jajah,1,0,1,0,0
user user seteru ayah anak tembak meleset eh kakak incar sinting xf kali f kali kali,0,1,0,0,0
user enak doang ngewe,0,1,0,0,0
retweet user https ronde subuh oh crottttt url,0,1,0,0,0
retweet user user brati pilih anies sandi bodoh komau dikadalin saracen bajing nak lo iya,1,1,0,1,0
user geblek rit suka nelponin kak xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,1,0,0,0
user user kasih pantun permata poles batu indah burung srigunting memelas hati raden gerindra pks sekutu gajah,1,0,1,0,0
iblis perangai kucing zzzzzzzz sanggup tengok xf kali f kali xad,0,1,0,0,0
user coba kntl jepit het,0,1,0,0,0
user logika kmn sih orang xf kali f kali kali nhubungan pt rezim takut kalah npt era bunyi xf kali f kali kali,0,0,0,0,0
eng ing eng kpk periksa gubernur cawagub sumut ijeck shah,0,0,0,0,0
user user nista banci,0,0,0,0,0
retweet user thailand negara asia cowok kontol url,0,1,0,0,0
user puisi indonesia spesifik agama ter azan syariat islam tendensius apa user media jurnalistik paham beda struktur kalimat pilih dig,0,0,0,0,0
jujur gue sulit lupa saat gue sibuk lupa bangkai sih,1,1,1,0,0
user lee teori user netflix season kacau bukti xf kali f kali kali,0,1,0,0,0
"user user user user user user utang roket nrupiah anjlok nekonomi nyungsep ninfrstruktur ambruk nbbm ndaya beli turun ndiserbu import ratus ton narkotika, psikotropika, obat larang ndiserbu tka nduit trilyun gondol taipan",1,0,1,0,0
user orang bodoh pilih sontoloyo,1,1,0,1,0
user taplak meja,0,0,0,0,0
user babi buntut hihihi unicorn,0,0,0,0,0
xe kali kali tanggap iya ngacangin sih tolong mandang dasar autis kerja main handphone npliss cari lampias posisi,0,0,0,0,0
user user mulut rusak nmakin muak orang orang,1,1,1,0,0
lawan indonesia belanda meriam bom indonesia andal meriam bellina,0,0,0,0,0
user omong apas kntl,1,1,1,0,0
user user user user user ayo ganti presiden nsetuju mas eh ganti ngoblok tolol kunyuk iya cari bareng kocak nooo mas nini drama kumpul celeng dungu,1,1,1,0,0
cebong lihat duit pura budek url,1,1,0,1,0
user sambung yuk geblek,1,1,1,0,0
keras beda beda tafsir,0,0,0,0,0
user baca,0,0,0,0,0
kait misi tinggal kelompok tokyo washington eksekusi indonesia politik kuat geng china komunis warna bijak rezim pdip jokowi prakira pasar tumbang,0,0,0,0,0
ganyang partai komunis indonesia antek url,1,0,0,0,1
kendali muak orang sepele takut lelah egoism buat sepenuh sih jahat bajing,1,1,1,0,0
user siklus couple an beda asing istirahat istirahat up ndah nkalau coba buka nya nya komunikasi tidak peka xf kali f kali kali,0,0,0,0,0
retweet user tante tahan dietot kontol gede url,0,1,0,0,0
user mabuk onta arab saudara laki xf kali f xa xa xf kali f xa xa,0,1,0,0,0
user user ambil alih raisa tangan asing bani sial kelojot huekekekek,1,1,0,1,0
hmm kayak bahaya pilih cawapres jadi nurunin presiden paksa kayak ahok maju cawapresnya menang kalah menang jago strategi kayak cawapres,1,0,1,0,0
uang miskin hak tanah belaga sombong bedebah,1,1,0,1,0
enak cinta atas via user,0,0,0,0,0
user protes presiden kayak,0,0,0,0,0
dunia maya seseorg nilai tulis tulis norak norak orgnya tulis formal formal orgnya,0,0,0,0,0
keluar setan miskin,0,1,0,0,0
user user user bunyi surabaya dukung jokowi tong demokrat masuk oposisi bicara sembarang gembel warnet hhaaa,1,1,1,0,0
bodo fake haram,0,1,0,0,0
perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur,0,0,0,0,0
dasar alam rekomendasi organisasi ikut mahasiswa user,0,0,0,0,0
allan nairn prabowo presiden,0,0,0,0,0
serang islam mesti orang islam laku sekian orang islam serang islam pelihara kafir sepertimana salman rushdie lelaki islam simpan uk angkat negara islam,0,0,0,0,0
user bajing inter tim top hebat lazio sampah,1,1,0,1,0
user wendy kunyuk wandy lalak tat,0,1,0,0,0
user user user najib tokoh islam islam munafik korupsi zalim nislam palsu umno,1,1,1,0,0
user bangkai burik blangsak brengsek,0,1,0,0,0
user moga besok ribu kg bani cebong rasa pahit nya sadar,1,1,0,1,0
user dewan wakil rakyat kaum botol alias bodoh bin tolol otak isi duit bancak,1,1,0,1,0
user user user user seng senang islam nusantara partai komunis indonesia,1,0,0,1,0
alangkah rugi nista abadi manusia cipta saripati tanah kembali neraka nkri butuh koboi holistik iman,1,1,1,0,0
timbal presiden salahuddin ayub,0,0,0,0,0
beli bahasa nudah firasat hoki tau rank turun sial url,0,1,0,0,0
kopi robusta pagaralam tanam belanda an,0,0,0,0,0
sori munafik ngimanapun suka nya sering apa having sex suka akun akun anonim pakai avatar kntl seliwer temlen notif njadi sori banget akun mesti blokir,0,1,0,0,0
priski bodoh banget,1,1,1,0,0
retweet user moga setya novanto mati bangkai trotoar mayat makan semut merah,1,1,1,0,0
retweet user jokowi pilih cerdas kali anak buat,1,0,1,0,0
ekonomi rencana tsbt nilai bahaya pasal dana murah sifat dana jangka pendek,0,0,0,0,0
bijak perintah pikir umat islam indikator pilih presiden jokowi salah muslim berperngaruh dunia lantar terima kalang muslim,0,0,0,0,0
lapar hidup mewah suriah hidup sengsara islam muhammad bejad percaya nabi,1,1,0,1,0
allah swt tuhan gadungan buang jamban user user user user ngejorokin,1,1,0,0,1
user banci rokok,0,1,0,0,0
begal arab buta huruf nabi user begal sadis kelompok lampung rampok bunuh karyawati bekuk,1,1,0,1,0
user prabowo kecut tuduh elit bodoh maling serampang kalo jantan sebut nama orang kalo berani banci maksud ketua partai lawan politik hahaha salam periode,1,1,1,0,0
user kebaya lestari budaya salah corat coret,0,0,0,0,0
user user dapat manusia sempurna lahir cacat rencat lgbt batin alhamdulillah rana agama,0,0,0,0,0
user data bicara,1,1,0,1,0
user banget putus terjun kontra rezim foto foto diapusin tinggal memori gumpal pixel abang lambat sih follow,0,0,0,0,0
retweet user iya zaman jokowi indonesia mundur,1,0,1,0,0
ass presiden,0,0,0,0,0
user ngepal kntl enak,0,1,0,0,0
akun promote gigolo pas minat booking laki dijadiin gay fix akun banci najis ngentot,1,1,1,0,0
user kampang,1,1,1,0,0
user user ewe anjir,0,1,0,0,0
user user islam pikir fasis komunis hewan manusia hak pikir beda rahmah,0,0,0,0,0
user debat hindu nusantara,0,0,0,0,0
user user user user user user user dengar morowali sono buka loker sbnyk kalo pkrja isu edar mngtkan pkrja dterima an sebab kndari,0,0,0,0,0
user begokkkkkk dasar otak onta pikir mesummm rakyat cekik ekonomi cekik pajak perintah daerah dki dprd foya duit pajak,1,1,0,1,0
hehee aktif politik surabaya mundur mundur jenderal gatot url,1,0,1,0,0
user awas ganyang silit mu brother,0,1,0,0,0
user nu cabang kristen,1,0,1,0,0
lebaranpresidenbaru massa wibawa strategi sidang istimewa lengser jokowi lebaran,1,0,0,0,1
user yahudi,0,0,0,0,0
user cerita cerita xf kali f kali xa iya kristen rabu abu kamis putih jumat agung xf kali f kali xa sabtu xf kali f kali xa jalan yuk nauk amatttttt xf kali f kali kali xf kali f kali kali xf kali f kali kali,0,0,0,0,0
terang ulama tulis bahawa syarat baharu wuduk wuduk ibadat bazl ulang majhud,0,0,0,0,0
user yelah katolik church tertawa,0,0,0,0,0
user maklum nama bani pinggir koreng,1,1,0,1,0
user user ulama sifat gus mus andai ulama sifatnys gusmus negara rakyat tenang tausyiah nya adab dingin suasana adu domba muslim prin,0,0,0,0,0
user user user user user user user iya islam usik nama cebong rese asik xf kali f xa xaa xf kali f xa xaa xf kali f xa xaa,1,1,0,1,0
